iter	Logloss
474	0.3516237691
475	0.3513585593
476	0.3510242076
477	0.3507580168
478	0.3504149806
479	0.349911806
480	0.3494472436
481	0.3485620161
482	0.3482722426
483	0.3478062348
484	0.3470629573
485	0.3467949723
486	0.3463891861
487	0.3456503379
488	0.3452395739
489	0.3449257447
490	0.3446714071
491	0.3441190956
492	0.3434726978
493	0.3431248771
494	0.3427932939
495	0.3424670102
496	0.3420352257
497	0.3414288211
498	0.3410957261
499	0.3408319601
500	0.3403871859
501	0.340047072
502	0.339627327
503	0.339132071
504	0.338887292
505	0.3386374396
506	0.3382447706
507	0.3378271976
508	0.3369630411
509	0.3364668903
510	0.3360444974
511	0.3356384714
512	0.335350293
513	0.3351298199
514	0.3347995706
515	0.3341669036
516	0.3333783186
517	0.332641851
518	0.3323193248
519	0.332046238
520	0.3310482535
521	0.3307321005
522	0.3300815241
523	0.3297773532
524	0.3294170542
525	0.3284804475
526	0.3277561618
527	0.3274862714
528	0.3271771311
529	0.3267315437
530	0.3264947721
531	0.3259275728
532	0.3256285429
533	0.3253973712
534	0.325089288
535	0.3245816027
536	0.32397016
537	0.3237424974
538	0.3234438346
539	0.323181816
540	0.3227260675
541	0.3223735075
542	0.3221060876
543	0.3217876246
544	0.3209407896
545	0.320390363
546	0.3200774279
547	0.3194890026
548	0.3192058659
549	0.3187288571
550	0.3181312581
551	0.3175949894
552	0.3171364336
553	0.3166671131
554	0.3162593281
555	0.3158753355
556	0.3155563978
557	0.3153279524
558	0.3147192306
559	0.3142862219
560	0.3139407991
561	0.3136775069
562	0.3129092635
563	0.3123683893
564	0.3119625199
565	0.3117400639
566	0.3111539796
567	0.3107610424
568	0.3105113245
569	0.3100522089
570	0.3094842837
571	0.3090711992
572	0.3086027183
573	0.3082705189
574	0.3080446965
575	0.307741188
576	0.3074483663
577	0.3069512682
578	0.3067807913
579	0.3065365291
580	0.3063194094
581	0.3059000599
582	0.3054220752
583	0.3048357851
584	0.30424127
585	0.3038866557
586	0.3035129525
587	0.3031696147
588	0.302722922
589	0.3024159794
590	0.3021805136
591	0.3013537259
592	0.301062864
593	0.3007388739
594	0.3006414071
595	0.3004648113
596	0.3002158239
597	0.2999211484
598	0.2995935111
599	0.2993155863
600	0.2988160883
601	0.2983112924
602	0.2980597722
603	0.2975659477
604	0.2971061134
605	0.2969096652
606	0.2966125932
607	0.296378105
608	0.296060173
609	0.2958299975
610	0.2954906673
611	0.295173191
612	0.2950584524
613	0.2947443955
614	0.2944079823
615	0.2938534229
616	0.2934663429
617	0.2928218213
618	0.2924293777
619	0.29215652
620	0.2918467378
621	0.2916288051
622	0.2914445796
623	0.2912336526
624	0.2908360321
625	0.2904678373
626	0.2903349826
627	0.2900748588
628	0.2897085086
629	0.2894136369
630	0.2891841294
631	0.2888900855
632	0.2883099848
633	0.288045149
634	0.2875917505
635	0.2871662564
636	0.2868894943
637	0.2866765876
638	0.2865018674
639	0.2859986782
640	0.2857977659
641	0.2855807459
642	0.285373818
643	0.2851403542
644	0.28475586
645	0.2846106449
646	0.2843452496
647	0.2839634296
648	0.283728268
649	0.2835869181
650	0.2831872593
651	0.2830758074
652	0.2824531696
653	0.2821448629
654	0.2817613059
655	0.2814931767
656	0.2813424045
657	0.281077924
658	0.2808254585
659	0.280578523
660	0.2804202106
661	0.2802031205
662	0.2795954506
663	0.2793856945
664	0.2788688019
665	0.2784374707
666	0.2781405375
667	0.2779578818
668	0.2778407101
669	0.2777161322
670	0.2774835393
671	0.2773118062
672	0.2771469024
673	0.2769670635
674	0.2763204655
675	0.2759368064
676	0.2757412744
677	0.2755349928
678	0.2752939482
679	0.2749183898
680	0.2745455189
681	0.2743288877
682	0.2738708531
683	0.273477955
684	0.2731045697
685	0.2727266039
686	0.2726111084
687	0.2723451289
688	0.2721593389
689	0.2717848619
690	0.2715143226
691	0.2713601184
692	0.2710911582
693	0.2707698632
694	0.2705100051
695	0.2702864185
696	0.2700896754
697	0.2698460515
698	0.2695433845
699	0.269260843
700	0.2690796915
701	0.2687339165
702	0.2684405725
703	0.2681820894
704	0.2680024886
705	0.2678945093
706	0.2677221452
707	0.2674468844
708	0.2672576642
709	0.2668747687
710	0.2663248663
711	0.2661600445
712	0.2654044777
713	0.2651976048
714	0.2650211694
715	0.2646774838
716	0.2644871396
717	0.2643148596
718	0.2642234327
719	0.263994755
720	0.2638444149
721	0.2636005755
722	0.2633208436
723	0.2631656147
724	0.2629434808
725	0.2626571932
726	0.262319169
727	0.2620917114
728	0.2618493877
729	0.2616727118
730	0.2615316539
731	0.2613189971
732	0.2611682221
733	0.2608803079
734	0.2605851342
735	0.2603605865
736	0.2601276774
737	0.2598977487
738	0.2594185288
739	0.2591364395
740	0.258907059
741	0.2586971235
742	0.2584437827
743	0.258244179
744	0.2581864121
745	0.2578886457
746	0.2576931937
747	0.2574445835
748	0.2572302876
749	0.2569273872
750	0.2566089632
751	0.2563224558
752	0.2560881623
753	0.2555826667
754	0.2553922226
755	0.2551609094
756	0.2549064012
757	0.2546314936
758	0.2544981919
759	0.2542387328
760	0.25404842
761	0.2539481955
762	0.2537993948
763	0.2535733129
764	0.2534744437
765	0.2531809331
766	0.2529338699
767	0.2528022558
768	0.2523134281
769	0.2520961284
770	0.2518839129
771	0.2517359767
772	0.2516028526
773	0.2513103026
774	0.2510691112
775	0.2508737178
776	0.2507332983
777	0.2505385062
778	0.2503607108
779	0.2502145882
780	0.2499919219
781	0.2496752412
782	0.2495284664
783	0.249350392
784	0.2490559099
785	0.2487577489
786	0.2484112377
787	0.2481981403
788	0.247980423
789	0.247610297
790	0.2474530374
791	0.2470127382
792	0.2467899108
793	0.2466047884
794	0.2464852968
795	0.2463607272
796	0.2462896565
797	0.2460459103
798	0.2458693222
799	0.2456246142
800	0.2454589114
801	0.2451483414
802	0.2448626689
803	0.2445938414
804	0.2443983791
805	0.2442002804
806	0.2439595324
807	0.2437873491
808	0.2435768451
809	0.2434820458
810	0.2432618777
811	0.243059069
812	0.2428784116
813	0.2426277346
814	0.2423974317
815	0.2421766628
816	0.2418041569
817	0.2415251048
818	0.2413836772
819	0.2412394347
820	0.2410630627
821	0.240825699
822	0.2406725464
823	0.2404796604
824	0.2400791606
825	0.2398272519
826	0.2395977401
827	0.2393875044
828	0.23922994
829	0.2391403143
830	0.2389230122
831	0.2386923556
832	0.2384364711
833	0.2382706511
834	0.2380415379
835	0.2377860838
836	0.2376310399
837	0.2374457105
838	0.2372600636
839	0.2370389878
840	0.2368325848
841	0.2366321928
842	0.2365279285
843	0.2363562667
844	0.2360185713
845	0.2358931234
846	0.2356667957
847	0.2354811552
848	0.2353365839
849	0.2351482224
850	0.2349733598
851	0.234800438
852	0.2346197498
853	0.23443093
854	0.234220976
855	0.2340104621
856	0.233797738
857	0.2335991342
858	0.2334112021
859	0.2332046776
860	0.2330165222
861	0.2328411109
862	0.2325275117
863	0.2323029856
864	0.2321071784
865	0.231912403
866	0.231714549
867	0.2315607449
868	0.231351094
869	0.2311402162
870	0.2309229556
871	0.2307728701
872	0.2306686757
873	0.2305357859
874	0.2304299351
875	0.2301611213
876	0.2299079067
877	0.2297981318
878	0.2296134351
879	0.2294461632
880	0.2292903553
881	0.2291456381
882	0.2289666294
883	0.2287051333
884	0.2284887394
885	0.228274382
886	0.2281303024
887	0.2279202
888	0.2276774987
889	0.2274074387
890	0.2273628774
891	0.2271391277
892	0.2269297833
893	0.2267425404
894	0.2265542968
895	0.2264286796
896	0.2262444985
897	0.2260553774
898	0.2258547091
899	0.2257101042
900	0.2255685609
901	0.2253220602
902	0.225168319
903	0.2249915392
904	0.2249008853
905	0.2248009757
906	0.2246534846
907	0.2244232966
908	0.2241668382
909	0.2239185845
910	0.223656895
911	0.2235171271
912	0.2233848062
913	0.2231821637
914	0.2229365505
915	0.2228104201
916	0.222614404
917	0.222398279
918	0.2221094074
919	0.2219335272
920	0.2217517181
921	0.2216075056
922	0.2213409345
923	0.2212089663
924	0.2210455849
925	0.220852997
926	0.2207498511
927	0.220542589
928	0.2202545286
929	0.2201027847
930	0.2199693976
931	0.2196693298
932	0.2195253346
933	0.219382465
934	0.2193289243
935	0.2191698787
936	0.2190576934
937	0.218903995
938	0.2187766584
939	0.2186553119
940	0.2185034244
941	0.2184067263
942	0.2182761366
943	0.2180780444
944	0.2179119716
945	0.2176840747
946	0.2175130724
947	0.2173615434
948	0.2171225801
949	0.21691244
950	0.2167394561
951	0.2165658248
952	0.2163533198
953	0.2161800611
954	0.2160033377
955	0.2158668025
956	0.2157408675
957	0.2155721944
958	0.2153842331
959	0.2151982968
960	0.2150170425
961	0.2147693314
962	0.2145725736
963	0.2144188537
964	0.2142809854
965	0.2140856472
966	0.2139495216
967	0.2139266421
968	0.2138200585
969	0.2136507193
970	0.2135561559
971	0.2134067726
972	0.2132642236
973	0.2131105017
974	0.2129384401
975	0.2127911657
976	0.2126273757
977	0.2124717964
978	0.2122466702
979	0.212016963
980	0.2119153044
981	0.2117663243
982	0.211550047
983	0.2114347847
984	0.211392993
985	0.2113485002
986	0.2111607482
987	0.2109734971
988	0.2108046842
989	0.2106126468
990	0.2104488783
991	0.2102704799
992	0.2101173592
993	0.2099771489
994	0.209728024
995	0.2095519698
996	0.209382437
997	0.2092848368
998	0.2091418653
999	0.2089811576
